group	Accession	Source Database	Name	Tax ID	Genus	Species	Other	Length
PitR	A0A925V470	unreviewed	DUF47 domain-containing protein	2545255	Nannocystaceae	bacterium	NA	212
PitR	A0A926D7C3	unreviewed	DUF47 domain-containing protein	2763662	Yeguia	hominis	NA	206
PitR	A0A926DLX8	unreviewed	DUF47 domain-containing protein	2763657	Congzhengia	minquanensis	NA	206
PitR	A0A926HK70	unreviewed	Phosphate transport regulator	2763655	Gehongia	tenuis	NA	207
PitR	A0A926HX10	unreviewed	Phosphate transport regulator	2763656	Guopingia	tenuis	NA	208
PitR	A0A926I0G3	unreviewed	DUF47 domain-containing protein	2763661	Bianquea	renquensis	NA	229
PitR	A0A926I527	unreviewed	DUF47 domain-containing protein	2763658	Ligaoa	zhengdingensis	NA	207
PitR	A0A926IHZ2	unreviewed	DUF47 domain-containing protein	2763678	Youxingia	wuxianensis	NA	207
PitR	A0A926NBH2	unreviewed	DUF47 domain-containing protein	2771432	Polycladospora	coralii	NA	206
PitR	A0A928KXP8	unreviewed	DUF47 domain-containing protein	1549	Faecalispora	sporosphaeroides	NA	207
PitR	A0A928L401	unreviewed	DUF47 domain-containing protein	41978	Ruminococcus	sp.	NA	208
PitR	A0A928XVB4	unreviewed	DUF47 family protein	2026800	Verrucomicrobiaceae	bacterium	NA	209
PitR	A0A929QHF5	unreviewed	DUF47 domain-containing protein	2485926	Atopobiaceae	bacterium	NA	206
PitR	A0A931AMC5	unreviewed	TIGR00153 family protein	2778430	Halonatronomonas	betaini	NA	216
PitR	A0A931ZGL7	unreviewed	DUF47 domain-containing protein	2053521	Berkelbacteria	bacterium	NA	206
PitR	A0A932GNQ0	unreviewed	DUF47 domain-containing protein	2528274	Tectomicrobia	bacterium	NA	206
PitR	A0A932WUR1	unreviewed	DUF47 domain-containing protein	2052181	Planctomycetia	bacterium	NA	214
PitR	A0A933KC20	unreviewed	DUF47 domain-containing protein	2053586	Riflebacteria	bacterium	NA	208
PitR	A0A933ZAD0	unreviewed	DUF47 family protein	2093367	Desulfarculus	sp.	NA	209
PitR	A0A935BUQ5	unreviewed	DUF47 domain-containing protein	2478482	Hydrogenophilales	bacterium	NA	214
PitR	A0A935LT44	unreviewed	Pit accessory protein	2052182	Rhodanobacteraceae	bacterium	NA	209
PitR	A0A940J7H3	unreviewed	DUF47 domain-containing protein	2586742	Solirubrobacteraceae	bacterium	NA	219
PitR	A0A942EK57	unreviewed	TIGR00153 family protein	34094	Simkania	sp.	NA	224
PitR	A0A942QY88	unreviewed	TIGR00153 family protein	1872455	Alkaliphilus	sp.	NA	217
PitR	A0A944FX56	unreviewed	DUF47 domain-containing protein	2831996	Eubacteriales	bacterium	NA	207
PitR	A0A946HCP6	unreviewed	TIGR00153 family protein	1902406	Francisellaceae	bacterium	NA	225
PitR	A0A947JBN6	unreviewed	DUF47 domain-containing protein	2052139	Patescibacteria	bacterium	NA	208
PitR	A0A947YTZ8	unreviewed	TIGR00153 family protein	2818507	Myxococcota	bacterium	NA	216
PitR	A0A948S7F6	unreviewed	DUF47 domain-containing protein	2201154	Chthoniobacterales	bacterium	NA	209
PitR	A0A950BQ04	unreviewed	DUF47 domain-containing protein	3107663	Vulcanimicrobiota	bacterium	NA	206
PitR	A0A950QZ60	unreviewed	DUF47 domain-containing protein	2052142	Acidobacteriaceae	bacterium	NA	204
PitR	A0A951HCN7	unreviewed	DUF47 domain-containing protein	2800791	Abditibacteriaceae	bacterium	NA	209
PitR	A0A951LWV0	unreviewed	Nuclease PIN	1960880	Pseudolabrys	sp.	NA	216
PitR	A0A951THR3	unreviewed	DUF47 domain-containing protein	2029867	Brumimicrobium	sp.	NA	212
PitR	A0A951VXS5	unreviewed	DUF47 domain-containing protein	2046886	Leptonema	sp.	(in: bacteria)	206
PitR	A0A952V2J2	unreviewed	DUF47 domain-containing protein	1971228	Labilithrix	sp.	NA	227
PitR	A0A953A3S1	unreviewed	DUF47 domain-containing protein	2099654	Sphaerobacter	sp.	NA	212
PitR	A0A953DZ76	unreviewed	DUF47 domain-containing protein	1872121	Acidothermus	sp.	NA	214
PitR	A0A953ETY4	unreviewed	DUF47 domain-containing protein	2497627	Microthrixaceae	bacterium	NA	204
PitR	A0A953GJZ0	unreviewed	DUF47 family protein	2497639	Thermoflexales	bacterium	NA	206
PitR	A0A953NR15	unreviewed	DUF47 domain-containing protein	2081523	Terriglobia	bacterium	NA	209
PitR	A0A958V3J7	unreviewed	DUF47 domain-containing protein	1871037	Flavobacteriaceae	bacterium	NA	216
PitR	A0A958WI27	unreviewed	DUF47 family protein	2099675	Cyclobacteriaceae	bacterium	NA	218
PitR	A0A959X7V5	unreviewed	DUF47 domain-containing protein	1871072	Nocardioidaceae	bacterium	NA	208
PitR	A0A960M358	unreviewed	TIGR00153 family protein	2052156	Chlamydiia	bacterium	NA	225
PitR	A0A962EMA7	unreviewed	TIGR00153 family protein	1891229	Pseudomonadales	bacterium	NA	226
PitR	A0A964QP87	unreviewed	Pit accessory protein	2024890	Pedosphaera	sp.	NA	208
PitR	A0A965P642	unreviewed	DUF47 domain-containing protein	1978230	Caulobacteraceae	bacterium	NA	215
PitR	A0A965R939	unreviewed	DUF47 domain-containing protein	2448778	Chitinophagia	bacterium	NA	215
PitR	A0A966I8W9	unreviewed	DUF47 family protein	1948890	Rhodobacterales	bacterium	NA	224
PitR	A0A968L6P7	unreviewed	Phosphate transport regulator	2052167	Melioribacter	sp.	NA	208
PitR	A0A970GT40	unreviewed	DUF47 family protein	2093794	Halanaerobiaceae	bacterium	NA	216
PitR	A0A972LZB1	unreviewed	TIGR00153 family protein	2599935	Dictyoglomota	bacterium	NA	214
PitR	A0A973FNI0	unreviewed	DUF47 domain-containing protein	2547424	Oscillochloris	sp.	NA	125
PitR	A0A973L624	unreviewed	DUF47 domain-containing protein	1962977	Catenulispora	sp.	NA	210
PitR	A0A975BM21	unreviewed	TIGR00153 family protein	45655	Desulfonema	magnum	NA	210
PitR	A0A977KCH0	unreviewed	DUF47 family protein	940294	Ignicoccus	pacificus	DSM 13166	231
PitR	A0A977L1R3	unreviewed	Phosphate transport regulator	2824559	Woronichinia	naegeliana	WA131	216
PitR	A0A9C8FVS5	unreviewed	DUF47 family protein	1911557	Sediminispirochaeta	sp.	NA	216
PitR	A0A9D2WU73	unreviewed	Pit accessory protein	182264	Sporotomaculum	syntrophicum	NA	204
PitR	A0A9D5UNJ7	unreviewed	DUF47 domain-containing protein	2026759	Magnetococcales	bacterium	NA	221
PitR	A0A9D6VKD9	unreviewed	DUF47 domain-containing protein	2419984	Schekmanbacteria	bacterium	NA	206
PitR	A0A9D9LQD4	unreviewed	DUF47 domain-containing protein	2652289	Selenomonadaceae	bacterium	NA	208
PitR	A0A9E0NUV5	unreviewed	DUF47 domain-containing protein	2499140	Negativicutes	bacterium	NA	210
PitR	A0A9E3C6B1	unreviewed	DUF47 domain-containing protein	2654182	Frankiaceae	bacterium	NA	206
PitR	A0A9E3Y0S6	unreviewed	DUF47 domain-containing protein	1967498	Ilumatobacter	sp.	NA	205
PitR	A0A9E4ZWL6	unreviewed	DUF47 domain-containing protein	51678	Desulfurococcus	sp.	NA	223
PitR	A0A9E5DHH7	unreviewed	DUF47 family protein	2967306	Sulfolobaceae	archaeon	NA	219
PitR	A0A9E5SSZ4	unreviewed	DUF47 domain-containing protein	2054177	Christensenellaceae	bacterium	NA	205
PitR	A0A9E6EH74	unreviewed	DUF47 domain-containing protein	2582906	Holophaga	sp.	NA	216
PitR	A0A9E6FE65	unreviewed	DUF47 domain-containing protein	2044595	Gracilibacteria	bacterium	NA	206
PitR	A0A9E6XVF8	unreviewed	DUF47 family protein	2884022	Capillimicrobium	parvum	NA	215
PitR	A0A9E7PNR7	unreviewed	Phosphate transport regulator	33865	Methanoplanus	endosymbiosus	NA	217
PitR	A0A9E8LSP5	unreviewed	DUF47 domain-containing protein	2980026	Fervidibacillus	albus	NA	206
PitR	A0A9J6RKM0	unreviewed	TIGR00153 family protein	2950436	Dasania	phycosphaerae	NA	226
PitR	A0A9J7AB43	unreviewed	TIGR00153 family protein	2956798	Gilvimarinus	sp.	DA14	226
PitR	A0A9R1CNW7	unreviewed	DUF47 family protein	2841590	Natronomonas	aquatica	NA	240
PitR	A0A9W6LUT2	unreviewed	Pit accessory protein	29468	Methylocystis	echinoides	NA	214
PitR	A0A9X1VAT1	unreviewed	Phosphate transport regulator	2005001	Sulfoacidibacillus	ferrooxidans	NA	210
PitR	A0A9Y2ADT9	unreviewed	DUF47 domain-containing protein	3054208	Selenobaculum	gibii	NA	210
PitR	A0AA35G750	unreviewed	DUF47 domain-containing protein	671077	Caldinitratiruptor	microaerophilus	NA	206
PitR	A0AA37B3L8	unreviewed	Phosphate transport regulator	2283141	Agarivorans	sp.	Toyoura001	225
PitR	A0AA37BPX0	unreviewed	Phosphate transport regulator	399579	Thermogymnomonas	acidicola	NA	243
PitR	A0AA37TIP5	unreviewed	TIGR00153 family protein	2013866	Paraferrimonas	haliotis	NA	222
PitR	A0AA37VCS5	unreviewed	Pit accessory protein	2014610	Roseisolibacter	agri	NA	203
PitR	A0AA41G263	unreviewed	DUF47 family protein	1429914	Haloarcula	salina	NA	220
PitR	A0AA41X6T8	unreviewed	DUF47 domain-containing protein	2961894	Ectobacillus	ponti	NA	203
PitR	A0AA41Z885	unreviewed	DUF47 family protein	2949735	Lichenifustis	flavocetrariae	NA	635
PitR	A0AA43LFP3	unreviewed	DUF47 domain-containing protein	2940648	Dysgonomonas	sp.	PH5-37	266
PitR	A0AA45C932	unreviewed	Phosphate transport regulator	515440	Oceanotoga	teriensis	NA	222
PitR	A0AA45WTW0	unreviewed	Uncharacterized protein	489973	Anoxynatronum	buryatiense	NA	217
PitR	A0AA48LCB7	unreviewed	DUF47 family protein	3068391	Gottschalkiaceae	bacterium	SANA	205
PitR	A0AA49K149	unreviewed	DUF47 domain-containing protein	3062599	Pseudogemmatithrix	spongiicola	NA	203
PitR	A0AA96HKC9	unreviewed	TIGR00153 family protein	3034506	Teredinibacter	sp.	KSP-S5-2	226
PitR	A0AA96V8L6	unreviewed	TIGR00153 family protein	3028298	Methanolapillus	ohkumae	NA	233
PitR	A0AA97D882	unreviewed	DUF47 domain-containing protein	3030016	Caproicibacterium	argilliputei	NA	206
PitR	A0AAE3G0F1	unreviewed	DUF47 family protein	2917812	Natronocalculus	amylovorans	NA	238
PitR	A0AAE3IM89	unreviewed	DUF47 domain-containing protein	1856322	Haoranjiania	flava	NA	216
PitR	A0AAE3IY54	unreviewed	DUF47 domain-containing protein	1325689	Perspicuibacillus	lycopersici	NA	206
PitR	A0AAE3KI02	unreviewed	TIGR00153 family protein	414046	Natronocella	acetinitrilica	NA	226
PitR	A0AAF0D2S4	unreviewed	Phosphate transport regulator	1841599	Odinarchaeota	yellowstonii	(strain LCB_4)	220
PitR	A0AAJ1BQM1	unreviewed	DUF47 family protein	2666348	Thalassarchaeum	sp.	NA	258
PitR	A0AAJ1F8Q1	unreviewed	DUF47 domain-containing protein	184870	Varibaculum	cambriense	NA	207
PitR	A0AAJ1IDA9	unreviewed	Phosphate transport regulator	3119039	Candidiatus	Thalassospirochaeta	sargassi	214
PitR	A0AAJ5RQ08	unreviewed	DUF47 domain-containing protein	2998077	Lysinibacillus	irui	NA	207
PitR	A0AAP2RBJ3	unreviewed	TIGR00153 family protein	2052831	Methanooceanicella	nereidis	NA	228
PitR	A0AAQ1MCC8	unreviewed	DUF47 family protein	1720313	Bittarella	massiliensis	(ex Durand et al. 2017)	207
PitR	A0AAU7AT88	unreviewed	Uncharacterized protein	2997339	Paraconexibacter	sp.	AEG42_29	209
PitR	A0AAU7DVG9	unreviewed	DUF47 family protein	3120821	Jonesiaceae	bacterium	BS-20	201
PitR	A0AAU7W6P3	unreviewed	DUF47 family protein	3156399	Agromyces	sp.	G08B096	242
PitR	A0AAU9D3Z6	unreviewed	Uncharacterized protein	2996794	Haliovirga	abyssi	NA	214
PitR	A0AAV3T4Y0	unreviewed	Uncharacterized protein	926360	Natronoarchaeum	mannanilyticum	NA	217
PitR	A0AAW5E2D5	unreviewed	DUF47 domain-containing protein	2918902	Ferdinandcohnia	quinoae	NA	206
PitR	A0AAW6RA71	unreviewed	DUF47 family protein	36822	Gordonia	rubripertincta	NA	216
PitR	A0AAW8G492	unreviewed	Phosphate transport protein (TIGR00153 family)	3041783	Chryseobacterium	sp.	SORGH_AS_1048	239
PitR	A0AAW9HJR3	unreviewed	DUF47 family protein	1870995	Actinotignum	timonense	NA	208
PitR	A0AAW9RD81	unreviewed	DUF47 family protein	3119006	Elongatibacter	sediminis	NA	216
PitR	A0AAX4NIW9	unreviewed	DUF47 family protein	3073602	Oxyplasma	meridianum	NA	227
PitR	A0AAX6NBF8	unreviewed	DUF47 domain-containing protein	412384	Priestia	aryabhattai	NA	210
PitR	A0AB33V9G1	unreviewed	Pit accessory protein	342110	Ralstonia	solanacearum	(strain UW551)	243
PitR	A0AB33YZD1	unreviewed	Phosphate transport regulator	34068	Cycloclasticus	pugetii	NA	271
PitR	A0L462	unreviewed	Phosphate transport regulator	156889	Magnetococcus	marinus	(strain ATCC BAA-1437 / JCM 17883 / MC-1)	227
PitR	A1RRY9	unreviewed	Phosphate transport regulator	384616	Pyrobaculum	islandicum	(strain DSM 4184 / JCM 9189 / GEO3)	219
PitR	A2BIW3	unreviewed	Phosphate transport regulator	415426	Hyperthermus	butylicus	(strain DSM 5456 / JCM 9403 / PLM1-5)	235
PitR	A4X1L7	unreviewed	Phosphate transport regulator	369723	Salinispora	tropica	(strain ATCC BAA-916 / DSM 44818 / JCM 13857 / NBRC 105044 / CNB-440)	282
PitR	A6UTC2	unreviewed	Phosphate transport regulator	419665	Methanococcus	aeolicus	(strain ATCC BAA-1280 / DSM 17508 / OCM 812 / Nankai-3)	207
PitR	B2KAR6	unreviewed	Phosphate transport regulator	445932	Elusimicrobium	minutum	(strain Pei191)	209
PitR	B4CY88	unreviewed	Pit accessory protein	497964	Chthoniobacter	flavus	Ellin428	212
PitR	B5VZD4	unreviewed	Phosphate transport regulator	513049	Limnospira	maxima	CS-328	225
PitR	B6YQM7	unreviewed	Pit accessory protein	511995	Azobacteroides	pseudotrichonymphae	genomovar. CFP2	219
PitR	B8E078	unreviewed	Smc1 chromosome segregation protein, putative	515635	Dictyoglomus	turgidum	(strain DSM 6724 / Z-1310)	140
PitR	B8GKX4	unreviewed	Phosphate transport regulator	521011	Methanosphaerula	palustris	(strain ATCC BAA-1556 / DSM 19958 / E1-9c)	209
PitR	C1DDM6	unreviewed	Phosphate transport regulator	322710	Azotobacter	vinelandii	(strain DJ / ATCC BAA-1303)	646
PitR	C4XHF9	unreviewed	Phosphate transport regulator	573370	Solidesulfovibrio	magneticus	(strain ATCC 700980 / DSM 13731 / RS-1)	350
PitR	C5BHG8	unreviewed	Phosphate transport regulator	634503	Edwardsiella	ictaluri	(strain 93-146)	227
PitR	C5C237	unreviewed	Phosphate transport regulator	471853	Beutenbergia	cavernae	(strain ATCC BAA-8 / DSM 12333 / CCUG 43141 / JCM 11478 / NBRC 16432 / NCIMB 13614 / HKI 0122)	210
PitR	C7MMI7	unreviewed	Phosphate transport regulator related to PhoU	469378	Cryptobacterium	curtum	(strain ATCC 700683 / DSM 15641 / CCUG 43107 / 12-3)	209
PitR	C9Y9Q2	unreviewed	Phosphate transport regulator	667019	Curvibacter	symbiont	subsp. Hydra magnipapillata	564
PitR	D1CBS8	unreviewed	Phosphate transport regulator	525904	Thermobaculum	terrenum	(strain ATCC BAA-798 / CCMEE 7001 / YNP1)	211
PitR	D6STH1	unreviewed	Putitive phosphate transport regulator	555779	Desulfonatronospira	thiodismutans	ASO3-1	223
PitR	D6YU55	unreviewed	Putative phosphate transport regulator	716544	Waddlia	chondrophila	(strain ATCC VR-1470 / WSU 86-1044)	227
PitR	D7N6Y8	unreviewed	TIGR00153 family protein	575609	Peptoniphilus	sp.	oral taxon 386 str. F0131	206
PitR	D7UZQ2	unreviewed	TIGR00153 family protein	525367	Listeria	grayi	DSM 20601	217
PitR	E1RH45	unreviewed	Uncharacterized protein	679926	Methanolacinia	petrolearia	(strain DSM 11571 / OCM 486 / SEBR 4847)	209
PitR	E3FZB6	unreviewed	Phosphate transport regulator	378806	Stigmatella	aurantiaca	(strain DW4/3-1)	222
PitR	E3GZ18	unreviewed	Putative phosphate transport regulator	523846	Methanothermus	fervidus	(strain ATCC 43054 / DSM 2088 / JCM 10308 / V24 S)	221
PitR	E5AQN2	unreviewed	Putative pit accessory protein	882378	Mycetohabitans	rhizoxinica	(strain DSM 19002 / CIP 109453 / HKI 454)	275
PitR	E5Y8Z2	unreviewed	TIGR00153 family protein	563192	Bilophila	wadsworthia	(strain 3_1_6)	209
PitR	E6U5E9	unreviewed	DUF47 domain-containing protein	663278	Ethanoligenens	harbinense	(strain DSM 18485 / JCM 12961 / CGMCC 1.5033 / YUAN-3)	207
PitR	E6Y2W0	unreviewed	Putative phosphate transport regulator protein	472519	Aeromonas	sp.	PAAeromonas-2	206
PitR	F0SYD4	unreviewed	Phosphate transport regulator	645991	Syntrophobotulus	glycolicus	(strain DSM 8271 / FlGlyR)	210
PitR	F2I3C8	unreviewed	Phosphate transport regulator PhoU	1002672	Pelagibacter	sp.	(strain IMCC9063)	213
PitR	F2LVT4	unreviewed	Phosphate transport regulator	760142	Hippea	maritima	(strain ATCC 700847 / DSM 10411 / MH2)	222
PitR	F3L302	unreviewed	Phosphate transport regulator (Distant like protein of PhoU)	2518989	Aequoribacter	fuscus	NA	226
PitR	F3YX10	unreviewed	Phosphate transport regulator	690850	Desulfocurvibacter	africanus	subsp. africanus str. Walvis Bay	225
PitR	F4GJX6	unreviewed	Phosphate transport regulator	760011	Parasphaerochaeta	coccoides	(strain ATCC BAA-1237 / DSM 17374 / SPN1)	207
PitR	F6BE07	unreviewed	Phosphate transport regulator	880724	Methanotorris	igneus	(strain DSM 5666 / JCM 11834 / Kol 5)	206
PitR	F7NP88	unreviewed	Phosphate transport regulator	1009370	Acetonema	longum	DSM 6540	209
PitR	F8ANV5	unreviewed	Phosphate transport regulator	647113	Methanothermococcus	okinawensis	(strain DSM 14208 / JCM 11175 / IH1)	217
PitR	G0EC93	unreviewed	Putative phosphate transport regulator	694429	Pyrolobus	fumarii	(strain DSM 11204 / 1A)	236
PitR	G4RL33	unreviewed	Phosphate transport regulator PhoU family protein	768679	Thermoproteus	tenax	(strain ATCC 35583 / DSM 2078 / JCM 9277 / NBRC 100435 / Kra 1)	219
PitR	G5J869	unreviewed	Phosphate transport regulator-like protein	423471	Crocosphaera	watsonii	WH 0003	231
PitR	H0E645	unreviewed	Phosphate transport regulator	1097667	Patulibacter	medicamentivorans	NA	212
PitR	H8YYN7	unreviewed	TIGR00153 family protein	631362	Thiorhodovibrio	frisius	NA	226
PitR	I3Y5V0	unreviewed	TIGR00153 family protein	765911	Thiocystis	violascens	(strain ATCC 17096 / DSM 198 / 6111)	226
PitR	I4B7A2	unreviewed	Phosphate transport regulator	869212	Turneriella	parva	(strain ATCC BAA-1111 / DSM 21527 / NCTC 11395 / H)	215
PitR	I4ED61	unreviewed	DUF47 domain-containing protein	1129897	Nitrolancea	hollandica	Lb	212
PitR	K6ZG81	unreviewed	Uncharacterized protein	1129793	Paraglaciecola	polaris	LMG 21857	211
PitR	K9PAZ7	unreviewed	Phosphate transport regulator related to PhoU	292564	Cyanobium	gracile	(strain ATCC 27147 / PCC 6307)	228
PitR	L0EAR6	unreviewed	Phosphate transport regulator related to PhoU	717605	Thermobacillus	composti	(strain DSM 18247 / JCM 13945 / KWC4)	210
PitR	M9SC01	unreviewed	Phosphate transport regulator	1236689	Methanomethylophilus	alvi	(strain Mx1201)	224
PitR	Q1ILW9	unreviewed	Phosphate transport regulator	204669	Koribacter	versatilis	(strain Ellin345)	204
PitR	Q30US4	unreviewed	Putative phosphate transport regulator	207559	Oleidesulfovibrio	alaskensis	(strain ATCC BAA-1058 / DSM 17464 / G20)	226
PitR	Q58046	reviewed	UPF0111 protein MJ0629	243232	Methanocaldococcus	jannaschii	(strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440)	214
PitR	Q5GYJ2	unreviewed	Phosphate transport regulator (Distant homolog of PhoU)	291331	Xanthomonas	oryzae	pv. oryzae (strain KACC10331 / KXO85)	216
PitR	Q6AJX0	unreviewed	TIGR00153 family protein	177439	Desulfotalea	psychrophila	(strain LSv54 / DSM 12343)	271
PitR	Q6KZD9	unreviewed	Hypothetical exported protein	1122961	Picrophilus	torridus	(strain ATCC 700027 / DSM 9790 / JCM 10055 / NBRC 100828 / KAW 2/3)	226
PitR	R7QUV1	unreviewed	Phosphate transport regulator (Distant homolog of PhoU)	1262942	Roseburia	sp.	CAG:182	206
PitR	S7SQL9	unreviewed	Putative pit accessory protein	886559	Geobacillus	sp.	WSUCF1	209
PitR	S7T7A1	unreviewed	Putative phosphate transport regulator	1121439	Alkalidesulfovibrio	alkalitolerans	DSM 16529	225
PitR	T2GCQ0	unreviewed	Putative phosphate transport regulator	1121448	Megalodesulfovibrio	gigas	(strain ATCC 19364 / DSM 1382 / NCIMB 9332 / VKM B-1759)	225
PitR	U1N593	unreviewed	Phosphate transport regulator	1238426	Haloquadratum	sp.	J07HQX50	158
PitR	U2TF61	unreviewed	TIGR00153 family protein	1321781	Mitsuokella	sp.	oral taxon 131 str. W9106	239
PitR	U7DBH3	unreviewed	Putative phosphate transport system regulatory protein PhoU	1313304	Chitinivibrio	alkaliphilus	ACht1	215
PitR	V5WD87	unreviewed	Putative phosphate transport regulator	1307761	Salinispira	pacifica	NA	215
PitR	W0BE89	unreviewed	Phosphate transport regulator	1268635	Legionella	oakridgensis	ATCC 33761 = DSM 21215	251
PitR	W6K9Y5	unreviewed	TIGR00153 family protein	1288970	Magnetospira	sp.	(strain QH-2)	204
PitR	W9W014	unreviewed	Phosphate transport regulator	1249627	Imhoffiella	purpurea	NA	226
PhoU	A0A011MWM8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1454000	Candidatus	Accumulibacter	sp. SK-11	232
PhoU	A0A011RRT6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1229520	Alkalibacterium	sp.	AK22	227
PhoU	A0A017RYA6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1403537	Fervidicella	metallireducens	AeB	217
PhoU	A0A022GFK5	unreviewed	Phosphate-specific transport system accessory protein PhoU	574750	Cupriavidus	sp.	SK-4	230
PhoU	A0A024K199	unreviewed	Phosphate-specific transport system accessory protein PhoU	47839	Mycobacterium	triplex	NA	215
PhoU	A0A024LP29	unreviewed	Phosphate-specific transport system accessory protein PhoU	165694	Bartonella	schoenbuchensis	NA	240
PhoU	A0A024QCI1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1462526	Virgibacillus	massiliensis	NA	218
PhoU	A0A031IKZ3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1470592	Exiguobacterium	sp.	RIT341	220
PhoU	A0A059DXC5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1280948	Hyphomonas	atlantica	NA	230
PhoU	A0A059X788	unreviewed	Phosphate-specific transport system accessory protein PhoU	77133	uncultured	bacterium	NA	254
PhoU	A0A059XVL6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1441628	Leptospirillum	ferriphilum	YSK	217
PhoU	A0A059ZT99	unreviewed	Phosphate-specific transport system accessory protein PhoU	637389	Acidithiobacillus	caldus	(strain ATCC 51756 / DSM 8584 / KU)	239
PhoU	A0A060HFQ3	unreviewed	PhoU domain-containing protein	926571	Nitrososphaera	viennensis	EN76	336
PhoU	A0A060LZF3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1246626	Shouchella	lehensis	G1	215
PhoU	A0A060NJ75	unreviewed	Phosphate-specific transport system accessory protein PhoU	1458425	Serpentinimonas	raichei	NA	233
PhoU	A0A060RDL3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1433126	Mucinivorans	hirudinis	NA	223
PhoU	A0A061AF82	unreviewed	Phosphate-specific transport system accessory protein PhoU	35623	Acholeplasma	oculi	NA	223
PhoU	A0A061NGN3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1460634	Geomicrobium	sp.	JCM 19037	217
PhoU	A0A062X1H4	unreviewed	Phosphate-specific transport system accessory protein PhoU	683305	Frankia	sp.	BMG5.23	215
PhoU	A0A062XTS1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1312852	Thermoanaerobaculum	aquaticum	NA	224
PhoU	A0A063ZI98	unreviewed	Phosphate-specific transport system accessory protein PhoU	1495314	Methanoculleus	sp.	MH98A	216
PhoU	A0A067A388	unreviewed	Phosphate-specific transport system accessory protein PhoU	28885	Hydrogenovibrio	marinus	NA	246
PhoU	A0A068MYF7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1147	Synechocystis	sp.	(strain PCC 6714)	238
PhoU	A0A068NWB5	unreviewed	Phosphate-specific transport system accessory protein PhoU	661478	Fimbriimonas	ginsengisoli	Gsoil 348	226
PhoU	A0A069AB21	unreviewed	Phosphate-specific transport system accessory protein PhoU	1496	Clostridioides	difficile	NA	217
PhoU	A0A069RM47	unreviewed	Phosphate-specific transport system accessory protein PhoU	1121324	Peptoclostridium	litorale	DSM 5388	217
PhoU	A0A072NM33	unreviewed	Phosphate-specific transport system accessory protein PhoU	1348973	Schinkia	azotoformans	MEV2011	219
PhoU	A0A073IPU5	unreviewed	Phosphate-specific transport system accessory protein PhoU	2754	Synergistes	jonesii	NA	232
PhoU	A0A074LSF9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1157490	Tumebacillus	flagellatus	NA	219
PhoU	A0A075JI39	unreviewed	Phosphate-specific transport system accessory protein PhoU	1274	Dermacoccus	nishinomiyaensis	NA	223
PhoU	A0A075LQR4	unreviewed	Phosphate-specific transport system accessory protein PhoU	386490	Terribacillus	goriensis	NA	219
PhoU	A0A077DI28	unreviewed	Phosphate-specific transport system accessory protein PhoU	1072685	Basilea	psittacipulmonis	DSM 24701	252
PhoU	A0A077FHG7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1528098	Rickettsiales	bacterium	Ac37b	221
PhoU	A0A078BL97	unreviewed	Phosphate-specific transport system accessory protein PhoU	554131	Thiomonas	sp.	CB2	239
PhoU	A0A078M412	unreviewed	Phosphate-specific transport system accessory protein PhoU	1461582	Jeotgalicoccus	saudimassiliensis	NA	217
PhoU	A0A078MJL5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1461583	Metalysinibacillus	saudimassiliensis	NA	220
PhoU	A0A081BBX3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1333998	Tepidicaulis	marinus	NA	243
PhoU	A0A081BGU1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1291743	Secundilactobacillus	oryzae	JCM 18671	225
PhoU	A0A081BXX9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1499967	Vecturithrix	granuli	NA	238
PhoU	A0A081K6P4	unreviewed	Phosphate-specific transport system accessory protein PhoU	305900	Endozoicomonas	elysicola	NA	244
PhoU	A0A081P4N2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1501230	Paenibacillus	tyrfis	NA	219
PhoU	A0A081RAZ2	unreviewed	Phosphate-specific transport system accessory protein PhoU	46429	Sphingobium	chlorophenolicum	NA	231
PhoU	A0A084AC69	unreviewed	Phosphate-specific transport system accessory protein PhoU	1415168	Lactococcus	cremoris	subsp. cremoris GE214	217
PhoU	A0A084GWJ8	unreviewed	Phosphate-specific transport system accessory protein PhoU	246786	Metabacillus	indicus	NA	219
PhoU	A0A084JBK9	unreviewed	Phosphate-specific transport system accessory protein PhoU	318464	Clostridium	sulfidigenes	NA	217
