group	Accession	Source Database	Name	Tax ID	Genus	Species	Other	Length
PhoU	A0A927C3L2	unreviewed	Phosphate-specific transport system accessory protein PhoU	2760804	Spongiibacter	pelagi	NA	226
PhoU	A0A1M6ANC6	unreviewed	Phosphate-specific transport system accessory protein PhoU	659425	Thermoclostridium	caenicola	NA	219
PhoU	A0A7L4PUC7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2184052	Methanomicrobiales	archaeon	NA	216
PhoU	A0A1F4D580	unreviewed	Phosphate-specific transport system accessory protein PhoU	1797495	Betaproteobacteria	bacterium	RIFCSPLOWO2_12_FULL_62_13	235
PhoU	A0A9X2EHI5	unreviewed	Phosphate-specific transport system accessory protein PhoU	2950949	Sphingomicrobium	sediminis	NA	237
PhoU	A0A6P2BHN0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1913989	Gammaproteobacteria	bacterium	NA	237
PhoU	A0A1W9VK52	unreviewed	Phosphate-specific transport system accessory protein PhoU	1972455	Candidatus	Cloacimonetes	bacterium 4572_65	213
PhoU	A0A351JWS1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2053493	Candidatus	Acetothermia	bacterium	221
PhoU	A0A0S8KLS1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1703388	Anaerolineae	bacterium	SM23_84	229
PhoU	A0A1M6KBP2	unreviewed	Phosphate-specific transport system accessory protein PhoU	1121302	Clostridium	cavendishii	DSM 21758	218
PhoU	A0A133KEC2	unreviewed	PhoU domain-containing protein	33036	Anaerococcus	tetradius	NA	205
PhoU	A0A9D1KEQ6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2840724	Candidatus	Caccovicinus	merdipullorum	220
PhoU	A0A941KH46	unreviewed	Phosphate-specific transport system accessory protein PhoU	1913988	Alphaproteobacteria	bacterium	NA	233
PhoU	A0A7V5FSN2	unreviewed	Phosphate-specific transport system accessory protein PhoU	2053307	Desulfobulbaceae	bacterium	NA	221
PhoU	A0A533MNF0	unreviewed	PhoU domain-containing protein	2056317	ANME-2	cluster	archaeon	250
PhoU	A0A3C1SQ47	unreviewed	Phosphate-specific transport system accessory protein PhoU	2053538	Candidatus	Competibacteraceae	bacterium	250
PhoU	A0A095ZL82	unreviewed	Phosphate-specific transport system accessory protein PhoU	1230734	Clostridiales	bacterium	S5-A14a	221
PhoU	A0A2V7YFU4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1978231	Acidobacteriota	bacterium	NA	225
PhoU	A0A7Y8TI94	unreviewed	Phosphate-specific transport system accessory protein PhoU	1898104	Bacteroidota	bacterium	NA	223
PhoU	A0A2E7JJW0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026742	Gemmatimonadota	bacterium	NA	248
PhoU	E1R660	unreviewed	Phosphate-specific transport system accessory protein PhoU	573413	Sediminispirochaeta	smaragdinae	(strain DSM 11293 / JCM 15392 / SEBR 4228)	222
PhoU	A0A938UC40	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026735	Deltaproteobacteria	bacterium	NA	228
PhoU	A0A3N5ZRU3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2058214	Rummeliibacillus	sp.	TYF005	218
PhoU	A0A2H5Y6L4	unreviewed	Phosphate-specific transport system accessory protein PhoU	2035417	Candidatus	Thermoflexus	japonica	218
PhoU	A0A532U9V9	unreviewed	PhoU domain-containing protein	2012999	bacterium	(candidate	division B38) B3_B38	218
PhoU	A0A1E7I4W4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1869297	Desulfovibrio	sp.	S3730MH75	226
PhoU	A0A661ENT8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1913989	Gammaproteobacteria	bacterium	NA	231
PhoU	A0A6B2JU91	unreviewed	Phosphate-specific transport system accessory protein PhoU	2705421	Pseudoroseicyclus	tamaricis	NA	242
PhoU	A0A223ZH10	unreviewed	Phosphate-specific transport system accessory protein PhoU	2017966	Methanothermobacter	sp.	EMTCatA1	219
PhoU	A0A524JCP8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2073117	Anaerolineales	bacterium	NA	218
PhoU	A0A970Z1U3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2053306	Ignavibacteria	bacterium	NA	231
PhoU	A0A962GKT0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2006849	Lysobacterales	bacterium	NA	236
PhoU	A0A1H6QJI2	unreviewed	Phosphate-specific transport system accessory protein PhoU	322505	Sharpea	azabuensis	NA	216
PhoU	A0A401FRN2	unreviewed	Phosphate-specific transport system accessory protein PhoU	45657	Desulfonema	ishimotonii	NA	219
PhoU	A0A969L9D4	unreviewed	Phosphate-specific transport system accessory protein PhoU	2562117	Chloroflexaceae	bacterium	NA	213
PhoU	A0A2I6SAR5	unreviewed	Phosphate-specific transport system accessory protein PhoU	2067960	Pseudazoarcus	pumilus	NA	234
PhoU	A0A7Y8HUJ7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026887	Nitrospirota	bacterium	NA	223
PhoU	A0A938P8H1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1932692	Lentisphaerota	bacterium	NA	221
PhoU	A0A9D5VQS3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2044940	Desulfobacterales	bacterium	NA	220
PhoU	T0T1W3	unreviewed	PhoU domain-containing protein	1353529	Bacteriovorax	sp.	BSW11_IV	205
PhoU	A0A839A786	unreviewed	Phosphate-specific transport system accessory protein PhoU	2748684	Ruoffia	halotolerans	NA	218
PhoU	A0A7C5QTL8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026735	Deltaproteobacteria	bacterium	NA	223
PhoU	A0A0C2UEG0	unreviewed	Phosphate-specific transport system accessory protein PhoU	272627	Paramagnetospirillum	magnetotacticum	MS-1	231
PhoU	A0A918SGY5	unreviewed	Phosphate-specific transport system accessory protein PhoU	680283	Salinimicrobium	marinum	NA	223
PhoU	A0A1G8MNE2	unreviewed	Phosphate-specific transport system accessory protein PhoU	930129	Alteribacillus	bidgolensis	NA	219
PhoU	A0A3E0PWD4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1883427	Actinomycetes	bacterium	NA	234
PhoU	A0A1L2ZMK2	unreviewed	Phosphate-specific transport system accessory protein PhoU	556325	Neomicrococcus	aestuarii	NA	223
PhoU	A0A380LJV8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1323	Faecalicoccus	pleomorphus	NA	218
PhoU	A0A7C6QDT3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2044939	Clostridia	bacterium	NA	219
PhoU	A0A2A4LPR4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1909294	Hyphomicrobiales	bacterium	NA	244
PhoU	A0A645B1R8	unreviewed	PhoU domain-containing protein	1076179	bioreactor	metagenome	NA	197
PhoU	A0A7K3ZLF0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2268204	Thermoplasmatales	archaeon	NA	216
PhoU	A0A5C7EYI6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2602750	Pelomicrobium	methylotrophicum	NA	239
PhoU	A0A1T0CE13	unreviewed	Phosphate-specific transport system accessory protein PhoU	90241	Moraxella	lincolnii	NA	236
PhoU	A0A961HU19	unreviewed	PhoU domain-containing protein	2026757	Leptospiraceae	bacterium	NA	247
PhoU	A0A3C0CXR1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2033014	Armatimonadota	bacterium	NA	222
PhoU	A0A7J3F1P7	unreviewed	PhoU domain-containing protein	2026714	Candidatus	Bathyarchaeota	archaeon	382
PhoU	A0A140L5X9	unreviewed	Phosphate-specific transport system accessory protein PhoU	520762	Thermotalea	metallivorans	NA	216
PhoU	A0A8E2X6Z5	unreviewed	PhoU domain-containing protein	909613	Actinokineospora	spheciospongiae	NA	217
PhoU	A0A9E1IVK7	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024844	Nitrospina	sp.	NA	227
PhoU	A0A543HYG8	unreviewed	Phosphate-specific transport system accessory protein PhoU	244735	Klugiella	xanthotipulae	NA	213
PhoU	A0A520Y607	unreviewed	PhoU domain-containing protein	1891229	Pseudomonadales	bacterium	NA	291
PhoU	A0A2V2SB31	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026799	Verrucomicrobiota	bacterium	NA	224
PhoU	A0A951FIV9	unreviewed	PhoU domain-containing protein	2026724	Chloroflexota	bacterium	NA	152
PhoU	A0A0F7K1A5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1543721	Sedimenticola	thiotaurini	NA	242
PhoU	A0A2D6M3Y4	unreviewed	PhoU domain-containing protein	1898112	Rhodospirillaceae	bacterium	NA	264
PhoU	A0A7G5Z1P4	unreviewed	PhoU domain-containing protein	653931	Sphingomonas	alpina	NA	262
PhoU	A0AAV6CGN1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2072417	Candidatus	Methylomirabilota	bacterium	231
PhoU	A0A1F8NL13	unreviewed	Phosphate-specific transport system accessory protein PhoU	1797639	Chloroflexi	bacterium	RBG_16_47_49	220
PhoU	A0A2D5S595	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026779	Planctomycetaceae	bacterium	NA	235
PhoU	A0A1V5ZS54	unreviewed	Phosphate-specific transport system accessory protein PhoU	1852850	Candidatus	Latescibacteria	bacterium ADurb.Bin168	225
PitR	A0A0H3K7D8	unreviewed	Uncharacterized protein	426430	Staphylococcus	aureus	(strain Newman)	205
PhoU	A0A0H3K808	unreviewed	Phosphate-specific transport system accessory protein PhoU	426430	Staphylococcus	aureus	(strain Newman)	213
