group	Accession	Source Database	Name	Tax ID	Genus	Species	Other	Length
PhoU	A0A7C2CNB3	unreviewed	PhoU domain-containing protein	2026714	Candidatus	Bathyarchaeota	archaeon	214
PhoU	A0A1H6HD99	unreviewed	Phosphate-specific transport system accessory protein PhoU	1082	Magnetospirillum	fulvum	NA	233
PhoU	A0A1H7WWD5	unreviewed	Phosphate-specific transport system accessory protein PhoU	43775	Syntrophus	gentianae	NA	232
PhoU	A0A431VS32	unreviewed	PhoU domain-containing protein	32062	Deinococcus	radiophilus	NA	222
PhoU	A0A315Y0S3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1265	Ruminococcus	flavefaciens	NA	214
PhoU	A0A7W0UA13	unreviewed	PhoU domain-containing protein	2732252	Thermoleophilaceae	bacterium	NA	259
PhoU	A0A433S9T1	unreviewed	Phosphate-specific transport system accessory protein PhoU	1965230	Saezia	sanguinis	NA	233
PhoU	A0A3A0GAF9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1869227	bacterium	NA	NA	228
PhoU	A0A1G8MNE2	unreviewed	Phosphate-specific transport system accessory protein PhoU	930129	Alteribacillus	bidgolensis	NA	219
PhoU	A0A0Q4BC04	unreviewed	Phosphate-specific transport system accessory protein PhoU	1713725	Methanomassiliicoccales	archaeon	RumEn M2	215
PhoU	A0AA43UGF1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2099680	Methanobacteriaceae	archaeon	NA	217
PhoU	A0A933W0K8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026887	Nitrospirota	bacterium	NA	233
PhoU	A0A1H3FJ94	unreviewed	Phosphate-specific transport system accessory protein PhoU	1048396	Halopenitus	persicus	NA	224
PhoU	A0A318HS19	unreviewed	Phosphate-specific transport system accessory protein PhoU	39691	Mycolicibacterium	moriokaense	NA	225
PhoU	A0A1T4MXX5	unreviewed	Phosphate-specific transport system accessory protein PhoU	29524	Porphyromonas	circumdentaria	NA	225
PhoU	A0A7C4RLY6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2268202	Synergistota	bacterium	NA	230
PhoU	A0A916RUP9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1274357	Ornithinibacillus	halotolerans	NA	219
PhoU	A0A838KF92	unreviewed	Phosphate-specific transport system accessory protein PhoU	2740536	Sporichthyaceae	bacterium	NA	220
PhoU	A0A1I4SP17	unreviewed	Phosphate-specific transport system accessory protein PhoU	487685	Methanolobus	profundi	NA	216
PhoU	A0A218PEH7	unreviewed	PhoU domain-containing protein	122420	Thermococcus	sp.	P6	200
PhoU	A0A1F9LGT5	unreviewed	Phosphate-specific transport system accessory protein PhoU	1797901	Deltaproteobacteria	bacterium	RIFOXYC2_FULL_48_10	215
PhoU	A0A8T5TZT7	unreviewed	RCK C-terminal domain-containing protein	2053489	Promethearchaeota	archaeon	NA	428
PhoU	A0A523NLV0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026780	Planctomycetota	bacterium	NA	252
PhoU	A0A960ZF40	unreviewed	Phosphate-specific transport system accessory protein PhoU	1869227	bacterium	NA	NA	221
PhoU	A0A6H9KXW0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2212469	Calditrichota	bacterium	NA	221
PhoU	A0A142YNM6	unreviewed	Phosphate-specific transport system accessory protein PhoU	1636152	Planctomyces	sp.	SH-PL62	239
PhoU	A0A251XAV4	unreviewed	Phosphate-specific transport system accessory protein PhoU	1570016	Thioflexithrix	psekupsensis	NA	239
PhoU	A0A2N5K375	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026724	Chloroflexota	bacterium	NA	218
PhoU	A0A1R4HDR1	unreviewed	Phosphate-specific transport system accessory protein PhoU	360316	Crenothrix	polyspora	NA	243
PhoU	A0A7J9WUL0	unreviewed	Phosphate-specific transport system accessory protein PhoU	1883427	Actinomycetes	bacterium	NA	239
PhoU	A0A6L3ELC7	unreviewed	PhoU domain-containing protein	1977087	Pseudomonadota	bacterium	NA	200
PhoU	A0A1M4WTW4	unreviewed	PhoU domain-containing protein	1121881	Ferrithrix	thermotolerans	DSM 19514	202
PhoU	A0A7C4ECK3	unreviewed	Phosphate-specific transport system accessory protein PhoU	1898104	Bacteroidota	bacterium	NA	220
PhoU	A0A257AGC8	unreviewed	PhoU domain-containing protein	2012510	Candidatus	Bathyarchaeota	archaeon ex4484_205	288
PhoU	A0A7W0A7A1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2732252	Thermoleophilaceae	bacterium	NA	235
PhoU	A0A7W1ZTC1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026799	Verrucomicrobiota	bacterium	NA	230
PhoU	A0A953UWB2	unreviewed	Phosphate-specific transport system accessory protein PhoU	2081523	Terriglobia	bacterium	NA	220
PhoU	A0A4R1LB22	unreviewed	Phosphate-specific transport system accessory protein PhoU	768535	Acidipila	rosea	NA	230
PhoU	A0A1J4ZXZ8	unreviewed	Phosphate-specific transport system accessory protein PhoU	1805005	Anaerolineae	bacterium	CG2_30_64_16	221
PhoU	A0A1V5VW95	unreviewed	PhoU domain-containing protein	1852906	Spirochaetes	bacterium	ADurb.Bin218	190
PhoU	A0A1J5IKF7	unreviewed	Phosphate-specific transport system accessory protein PhoU	1805378	Syntrophaceae	bacterium	CG2_30_58_14	229
PhoU	A0A923R7S5	unreviewed	Phosphate-specific transport system accessory protein PhoU	2599941	Oligoflexia	bacterium	NA	225
PhoU	A0A4R7KB80	unreviewed	Phosphate-specific transport system accessory protein PhoU	1096341	Fonticella	tunisiensis	NA	217
PhoU	A0A932LZ61	unreviewed	Phosphate-specific transport system accessory protein PhoU	1978231	Acidobacteriota	bacterium	NA	222
PhoU	A0A258RQP9	unreviewed	Phosphate-specific transport system accessory protein PhoU	1970589	Sphingomonadales	bacterium	28-55-16	223
PhoU	A0A531ML23	unreviewed	PhoU domain-containing protein	1871066	Mesorhizobium	sp.	NA	272
PhoU	A0A524NPK5	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026763	Myxococcales	bacterium	NA	220
PhoU	A0A968PPM8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2562117	Chloroflexaceae	bacterium	NA	228
PhoU	A0A832H7F4	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026801	Verrucomicrobiales	bacterium	NA	220
PhoU	A0A842SBK3	unreviewed	Phosphate-specific transport system accessory protein PhoU	2053489	Promethearchaeota	archaeon	NA	216
PhoU	A0A0U5IMN8	unreviewed	Phosphate-specific transport system accessory protein PhoU	610332	Thiocapsa	sp.	KS1	222
PhoU	A0A7C5L738	unreviewed	PhoU domain-containing protein	311458	Caldiarchaeum	subterraneum	NA	357
PhoU	A0A7C3T3Z1	unreviewed	PhoU domain-containing protein	1883427	Actinomycetes	bacterium	NA	168
PhoU	A0A1F5DC79	unreviewed	Phosphate-specific transport system accessory protein PhoU	1797377	Candidatus	Bathyarchaeota	archaeon RBG_13_38_9	217
PhoU	A0A7C5SEA6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2268141	Thermopetrobacter	sp.	NA	247
PhoU	A0A370UAS8	unreviewed	Phosphate-specific transport system accessory protein PhoU	2213058	Marinomonas	piezotolerans	NA	241
PhoU	A0A2T6N0R3	unreviewed	Phosphotyrosine protein phosphatase I domain-containing protein	1968598	gamma	proteobacterium	symbiont of Ctena orbiculata	358
PhoU	A0A936XLX2	unreviewed	Phosphate-specific transport system accessory protein PhoU	2212460	Propionivibrio	sp.	NA	236
PhoU	A0A933EVK6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2035772	Omnitrophica	bacterium	NA	230
PhoU	A0A2I6QJ76	unreviewed	PhoU domain-containing protein	77133	uncultured	bacterium	NA	281
PhoU	A0A954P694	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026779	Planctomycetaceae	bacterium	NA	238
PhoU	A0A345PHI6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2052660	Oceanobacillus	zhaokaii	NA	217
PhoU	A0A222SIM9	unreviewed	Phosphate-specific transport system accessory protein PhoU	281093	Prosthecochloris	sp.	GSB1	228
PhoU	A0A5C7A2R9	unreviewed	Phosphate-specific transport system accessory protein PhoU	45611	Psychrobacter	frigidicola	NA	239
PhoU	A0A2V6T6H1	unreviewed	Phosphate-specific transport system accessory protein PhoU	2053607	Candidatus	Rokuibacteriota	bacterium	239
PhoU	A0A9E4CFY0	unreviewed	Phosphate-specific transport system accessory protein PhoU	2614250	Caldilineaceae	bacterium	NA	226
PhoU	A0A3M2EKZ4	unreviewed	Phosphate-specific transport system accessory protein PhoU	2026807	Zetaproteobacteria	bacterium	NA	249
PhoU	A0A2E8SZH6	unreviewed	Phosphate-specific transport system accessory protein PhoU	2024888	SAR116	cluster	bacterium	243
PhoU	A0A428ZE57	unreviewed	Phosphate-specific transport system accessory protein PhoU	2030	Kibdelosporangium	aridum	NA	218
PhoU	A0A8J7DUX3	unreviewed	Phosphate-specific transport system accessory protein PhoU	945747	Lusitaniella	coriacea	LEGE 07157	222
PhoU	A0A150L9J3	unreviewed	Phosphate-specific transport system accessory protein PhoU	301148	Caldibacillus	debilis	NA	217
PhoU	A0A936DY25	unreviewed	Phosphate-specific transport system accessory protein PhoU	1913989	Gammaproteobacteria	bacterium	NA	239
PhoU	A0A971AN60	unreviewed	Phosphate-specific transport system accessory protein PhoU	1898207	Clostridiales	bacterium	NA	218
PitR	A0A0H3K7D8	unreviewed	Uncharacterized protein	426430	Staphylococcus	aureus	(strain Newman)	205
PhoU	A0A0H3K808	unreviewed	Phosphate-specific transport system accessory protein PhoU	426430	Staphylococcus	aureus	(strain Newman)	213
