ID	NAME	X	Y
819	A0A644T4G8 PitR bioreactor metagenome	0.8358595	0.3280495
820	A0A650A605 PitR Halorhabdus sp.	0.81209236	0.32364017
821	A0A650CDZ6 PitR Sulfurisphaera ohwakuensis	0.76997554	0.35159454
822	A0A650CMT7 PitR Stygiolobus azoricus	0.7672665	0.35896593
823	A0A660L3W6 PitR Solirubrobacter pauli	0.8385648	0.3262161
824	A0A660RWQ3 PitR Thermodesulfobacteriota bacterium	0.66096175	0.1961102
825	A0A661XD28 PitR Caldisericota bacterium	0.700691	0.22866523
826	A0A662CEH2 PitR Aquificota bacterium	0.7278014	0.24198061
827	A0A662P9X5 PitR Thermococci archaeon	0.7262502	0.25017357
828	A0A662S0A3 PitR Thermoproteota archaeon	0.7859581	0.29968983
829	A0A662ZJR6 PitR Ruminobacter amylophilus	0.70847356	0.24978478
830	A0A679I4B4 PitR Fluviibacter phosphoraccumulans	0.81920314	0.32111222
831	A0A6A9SZ25 PitR Halapricum sp.	0.8207623	0.33057183
832	A0A6B1BDP9 PitR Cenarchaeum sp.	0.78626484	0.33387583
833	A0A6B2CE06 PitR Thermogladius sp.	0.70382595	0.3539643
834	A0A6B9T7C7 PitR Methanomassiliicoccaceae archaeon	0.6911573	0.29813483
835	A0A6G3ZJ62 PitR Halorussus sp.	0.8156457	0.31689674
836	A0A6G8G389 PitR Phycicoccus sp.	0.845349	0.3357071
837	A0A6I2H0S0 PitR Aggregicoccus sp.	0.8340806	0.32723215
838	A0A6I2UH20 PitR Anaerovibrio slackiae	0.8391034	0.32133168
839	A0A6I4VQX6 PitR Shimazuella alba	0.8402819	0.3217555
840	A0A6J4WYV4 PitR Olavius sp.	0.7101345	0.23788539
841	A0A6J6XSD8 PitR freshwater metagenome	0.82609314	0.31827644
842	A0A6L5FBG5 PitR Acidimicrobiia bacterium	0.85706156	0.36054134
843	A0A6L9S4M4 PitR Phytoactinopolyspora halotolerans	0.845671	0.32861462
844	A0A6M0JSC8 PitR Thiorhodococcus minor	0.72246915	0.23255973
845	A0A6M8HZE5 PitR Lichenicola cladoniae	0.8316891	0.36788625
846	A0A6N0DVZ9 PitR Methyloligella sp.	0.18014102	0.05984246
847	A0A6N1DZ94 PitR Ectothiorhodospiraceae bacterium	0.71911085	0.24534088
848	A0A6N3EMN4 PitR Paraprevotella clara	0.82532483	0.33255687
849	A0A6N4TFV6 PitR Amedibacterium intestinale	0.829351	0.30912998
850	A0A6N6NP56 PitR Ellagibacter isourolithinifaciens	0.8233517	0.31356832
851	A0A6N6SMH6 PitR Ignavibacteriaceae bacterium	0.84736997	0.33719602
852	A0A6N7GHW9 PitR Micromonosporaceae bacterium	0.86564463	0.33339214
853	A0A6N7VNH4 PitR Scrofimicrobium canadense	0.8337001	0.3270258
854	A0A6N8HKS9 PitR Lentibacillus sp.	0.84490335	0.3175395
855	A0A6P0R7N6 PitR Okeania sp.	0.7200518	0.8227001
856	A0A6P1ZH52 PitR Oceanidesulfovibrio marinus	0.69519794	0.22773093
857	A0A6S6QSQ9 PitR Terrihabitans soli	0.8230744	0.34107286
858	A0A6V7R6E6 PitR Phocicoccus schoeneichii	0.8387197	0.31329265
859	A0A6V8LKE6 PitR Fundidesulfovibrio magnetotacticus	0.69258475	0.22118571
860	A0A7C0TX48 PitR Acidilobales archaeon	0.8367371	0.38030264
861	A0A7C0U051 PitR Nitrososphaeria archaeon	0.780762	0.29656878
862	A0A7C1DU67 PitR Methanoculleus sp.	0.8389305	0.3614577
863	A0A7C1EAP9 PitR Methanomicrobia archaeon	0.8584227	0.31201127
864	A0A7C1PZP7 PitR Actinomycetota bacterium	0.75951195	0.28543764
865	A0A7C2AE07 PitR Desulfofervidus auxilii	0.6757133	0.21532004
866	A0A7C2BL73 PitR Thermosphaera aggregans	0.76902384	0.3126697
867	A0A7C2E6T7 PitR Bryobacteraceae bacterium	0.85228235	0.33858886
868	A0A7C2ZRP2 PitR Ignisphaera aggregans	0.784872	0.339316
869	A0A7C3F122 PitR Caldilineae bacterium	0.84071565	0.34615767
870	A0A7C3TN98 PitR Nitrososphaerales archaeon	0.7125491	0.27562255
871	A0A7C4ASW8 PitR Desulfomonile tiedjei	0.6997953	0.23027721
872	A0A7C4D6Y7 PitR Staphylothermus marinus	0.7787879	0.30518097
873	A0A7C4I2E3 PitR Caldiarchaeum subterraneum	0.71672374	0.2914779
874	A0A7C4RNJ2 PitR Desulfatirhabdium butyrativorans	0.7373245	0.24458778
875	A0A7C4TX82 PitR Caldisericum exile	0.8329409	0.35041457
876	A0A7C6DH80 PitR Fastidiosipila sp.	0.8302936	0.3072993
877	A0A7C6FCX8 PitR Campylobacterales bacterium	0.88055694	0.39188087
878	A0A7C6HIC6 PitR Clostridiaceae bacterium	0.8247645	0.31667075
879	A0A7C6KS36 PitR Peptococcaceae bacterium	0.8199539	0.32513762
880	A0A7C6SRQ4 PitR Thermoanaerobacterales bacterium	0.82491654	0.31818077
881	A0A7C6Y7Y9 PitR Acholeplasmataceae bacterium	0.8197101	0.3078024
882	A0A7C7CA77 PitR Chromatiaceae bacterium	0.7159903	0.24791342
883	A0A7C7KT44 PitR Aigarchaeota archaeon	0.6983404	0.2799349
884	A0A7C7RE27 PitR Thermodesulfobacteriaceae bacterium	0.7105622	0.23290086
885	A0A7C8LAQ3 PitR Defluviitalea raffinosedens	0.82087153	0.3158335
886	A0A7D4NQ18 PitR Thiomicrorhabdus xiamenensis	0.868619	0.39200717
887	A0A7D5I568 PitR Halarchaeum sp.	0.80716896	0.30535215
888	A0A7D5MQ92 PitR Parachlamydiaceae bacterium	0.83037883	0.3308576
889	A0A7D5MZJ5 PitR Coxiellaceae bacterium	0.71479	0.2478256
890	A0A7D6BVL8 PitR Fermentimicrarchaeum limneticum	0.7647508	0.32390824
891	A0A7G1G8G2 PitR Tepiditoga spiralis	0.735423	0.25909653
892	A0A7G5BWJ7 PitR Cohnella cholangitidis	0.83803576	0.32139573
893	A0A7I8CKL6 PitR Paraburkholderia sp.	0.8198832	0.3251976
894	A0A7J2H651 PitR Thermofilaceae archaeon	0.79052126	0.25795716
895	A0A7J4DXU5 PitR Pyrodictiaceae archaeon	0.7268818	0.39064693
896	A0A7J4ERV3 PitR Archaeoglobaceae archaeon	0.6814754	0.21099837
897	A0A7J5F047 PitR Kofleriaceae bacterium	0.82699835	0.3223886
898	A0A7J9VRU3 PitR Propionibacteriales bacterium	0.8413746	0.33484012
899	A0A7J9XAL7 PitR Streptosporangiales bacterium	0.84089506	0.33290243
900	A0A7J9XQ15 PitR Pseudonocardiaceae bacterium	0.8339108	0.33326072
901	A0A7K1YA70 PitR Hufsiella arboris	0.868869	0.33601284
902	A0A7K3L0W0 PitR Enterorhabdus sp.	0.82647634	0.3106664
903	A0A7K3XIE6 PitR Mariniphaga sp.	0.8369746	0.33742392
904	A0A7L4QUD8 PitR Methanobacteriales archaeon	0.7492227	0.27174622
905	A0A7L4R9J0 PitR Micrarchaeota archaeon	0.8225941	0.34214887
906	A0A7L6A457 PitR Dechloromonas sp.	0.83434236	0.32678497
907	A0A7M1B855 PitR Sulfurimonas paralvinellae	0.86596286	0.38881764
908	A0A7M1XM89 PitR Treponema rectale	0.80764866	0.31140587
909	A0A7M3MLK7 PitR Nitriliruptor sp.	0.8630862	0.35891145
910	A0A7M4DFW9 PitR Occultella aeris	0.83899766	0.33713087
911	A0A7R6PGE1 PitR Thermotomaculum hydrothermale	0.734259	0.2467012
912	A0A7R7DVT7 PitR Actinocatenispora thailandica	0.84393793	0.32931364
913	A0A7R7ELI1 PitR Anaeromicropila herbilytica	0.8221215	0.31679416
914	A0A7S4WA87 PitR Ditylum brightwellii	0.6841559	0.2377761
915	A0A7U8GPP1 PitR Neptuniibacter caesariensis	0.714863	0.24384364
916	A0A7V1UL70 PitR Terriglobales bacterium	0.8311204	0.32756838
917	A0A7V2JEB5 PitR Thermotogaceae bacterium	0.74371547	0.27026653
918	A0A7V2SBY4 PitR Aeromonadales bacterium	0.70434475	0.24746044
919	A0A7V2SSK2 PitR Oceanospirillales bacterium	0.7127835	0.25510532
920	A0A7V3RF48 PitR Mesoaciditoga lauensis	0.731911	0.24987903
921	A0A7V3VXF8 PitR Gemmataceae bacterium	0.8400271	0.32717228
922	A0A7V6NLE7 PitR Tissierellia bacterium	0.8202825	0.3183428
923	A0A7V6RM23 PitR Syntrophomonadaceae bacterium	0.82267725	0.3359341
924	A0A7V7ZNL1 PitR Chloroflexia bacterium	0.841416	0.32941332
925	A0A7V9EDK4 PitR Thermoleophilaceae bacterium	0.83603066	0.3234449
926	A0A7V9QJL2 PitR Gemmatimonadaceae bacterium	0.8311602	0.3253669
927	A0A7W1B2M1 PitR Geodermatophilaceae bacterium	0.8423429	0.32636142
928	A0A7W2TXQ1 PitR Sediminihaliea albiluteola	0.7223639	0.24889089
929	A0A7W4J6F1 PitR Gluconacetobacter johannae	0.1766751	0.053905282
930	A0A7W5H1A6 PitR Microbacter margulisiae	0.83304113	0.33548403
931	A0A7W7S6L9 PitR Streptosporangium album	0.8680057	0.360501
932	A0A7W8DGG6 PitR Desulfurispira natronophila	0.7124904	0.234843
933	A0A7W8JBG9 PitR Edaphobacter lichenicola	0.85238826	0.3283306
934	A0A7W8M6W5 PitR Catenibacillus scindens	0.81979865	0.3172457
935	A0A7W9KR14 PitR Kutzneria kofuensis	0.84233147	0.3352404
936	A0A7X0MX79 PitR Pseudoteredinibacter isoporae	0.71992433	0.25194192
937	A0A7X5KNJ4 PitR Anaerotalea alkaliphila	0.8362715	0.31038123
938	A0A7X6XGH6 PitR Erysipelothrix sp.	0.8336505	0.3044089
939	A0A7X7DMW3 PitR Fibrobacter sp.	0.8511668	0.33526587
940	A0A7X7YG91 PitR Holophagae bacterium	0.83637345	0.329077
941	A0A7X8KR54 PitR Eubacteriaceae bacterium	0.83341295	0.3152579
942	A0A7X9FSE5 PitR SAR324 cluster	0.8199168	0.33018047
943	A0A7Y1UK42 PitR Akkermansiaceae bacterium	0.7299674	0.25603518
944	A0A7Y2E5F5 PitR Rhodothermales bacterium	0.723155	0.25708568
945	A0A7Y3P1Y9 PitR Bacteroidia bacterium	0.8341835	0.33152983
946	A0A7Y4S109 PitR Methylotenera sp.	0.82755536	0.32176304
947	A0A7Y4ZT08 PitR Polyangiaceae bacterium	0.8328102	0.3229116
948	A0A7Y5IZN7 PitR Saprospiraceae bacterium	0.83130085	0.33255967
949	A0A7Y5W6E7 PitR Pirellulales bacterium	0.8571847	0.3247277
950	A0A7Y5XNW1 PitR Mycobacteriales bacterium	0.84433424	0.33093348
951	A0A7Y7M752 PitR Nguyenibacter vanlangensis	0.28541225	0.09024865
952	A0A7Y8JA57 PitR Rhodocyclaceae bacterium	0.83636606	0.3301286
953	A0A7Y9LV02 PitR Psychromicrobium silvestre	0.8637577	0.34193778
954	A0A7Z0IJ32 PitR Spelaeicoccus albus	0.8461315	0.33064994
955	A0A7Z7MW49 PitR Sterolibacterium denitrificans	0.8270282	0.32713202
956	A0A830FN77 PitR Halocalculus aciditolerans	0.77988327	0.28704298
957	A0A830GUD3 PitR Thermocladium modestius	0.6954606	0.45109373
958	A0A831RNB2 PitR Sedimenticola thiotaurini	0.8621803	0.37340084
959	A0A832B4T3 PitR Acidimicrobiales bacterium	0.8757464	0.40171325
960	A0A832E309 PitR Calditrichia bacterium	0.73283446	0.25091574
961	A0A832F4R0 PitR Chthonomonadia bacterium	0.8244722	0.32913837
962	A0A832RXC7 PitR Methermicoccus shengliensis	0.8388692	0.33468145
963	A0A832T500 PitR Pyrococcus horikoshii	0.72440606	0.24700959
964	A0A833HHX2 PitR Thermoanaerobaculia bacterium	0.8243891	0.33428273
965	A0A833MTJ3 PitR Alkalilimnicola sp.	0.71712923	0.2512468
966	A0A836RCA5 PitR Atribacteria bacterium	0.7061529	0.21375836
967	A0A836ST58 PitR Kiritimatiellia bacterium	0.736792	0.25906843
968	A0A838EBZ7 PitR Euzebyales bacterium	0.85175097	0.3503786
969	A0A838GKL4 PitR Sporichthyaceae bacterium	0.8390195	0.3360694
970	A0A838T7D5 PitR Chitinophagales bacterium	0.83403414	0.33220643
971	A0A838VB34 PitR Sphingomonadaceae bacterium	0.82118326	0.33802158
972	A0A839HRP1 PitR Aquariibacter albus	0.8238554	0.3263824
973	A0A839JYE3 PitR Variimorphobacter saccharofermentans	0.8195642	0.31519675
974	A0A839UXB7 PitR Simiduia aestuariiviva	0.7226938	0.25063047
975	A0A840BMS1 PitR Niveibacterium umoris	0.82970214	0.3249838
976	A0A840MPI9 PitR Chitinivorax tropicus	0.8277365	0.32601395
977	A0A841R6D3 PitR Negativicoccus succinicivorans	0.84399086	0.32515693
978	A0A841RIQ0 PitR Spirochaeta isovalerica	0.75191694	0.25916192
979	A0A842KJ93 PitR Methanomethylovorans sp.	0.7233493	0.2398215
980	A0A842Q2P8 PitR Nitrososphaeraceae archaeon	0.83123356	0.33461183
981	A0A843B373 PitR Methanomassiliicoccus sp.	0.753014	0.30371183
982	A0A843CDA2 PitR Methanosarcinales archaeon	0.852639	0.30783007
983	A0A843CL78 PitR Methanosarcinaceae archaeon	0.7174234	0.23382084
984	A0A843D7M2 PitR Methanocorpusculaceae archaeon	0.8462209	0.33056504
985	A0A843ISG2 PitR Methanomicrobium sp.	0.8444598	0.3311029
986	A0A844Q6T0 PitR Planococcaceae bacterium	0.84794915	0.31728232
987	A0A845FP87 PitR Pseudomaricurvus sp.	0.8497082	0.3641233
988	A0A845L0W3 PitR Heliomicrobium undosum	0.8289191	0.33132946
989	A0A845QJF6 PitR Anaerotruncus colihominis	0.8371393	0.35949615
990	A0A846MVF7 PitR Rhizomicrobium palustre	0.82709503	0.3360304
991	A0A846Y801 PitR Nocardia vermiculata	0.8352459	0.33649075
992	A0A847J860 PitR Phyllobacteriaceae bacterium	0.83070034	0.34344506
993	A0A847JVN5 PitR Chthonomonadales bacterium	0.84884334	0.3266944
994	A0A847K0R4 PitR Actinomycetaceae bacterium	0.82546085	0.32872757
995	A0A847LUR6 PitR Exilispira sp.	0.726388	0.24802956
996	A0A847SDC2 PitR Leeia aquatica	0.82764256	0.3264833
997	A0A847V9X3 PitR Methanospirillum sp.	0.8461171	0.33283836
998	A0A849E525 PitR Anderseniella sp.	0.8502114	0.3645184
999	A0A849JUH2 PitR Isoptericola sediminis	0.83015776	0.328558
1000	A0A849XZX1 PitR Verrucomicrobiia bacterium	0.8320247	0.3287524
1001	A0A849ZTJ5 PitR Caldilineales bacterium	0.8426709	0.3482848
1002	A0A850AGX6 PitR Calditrichaceae bacterium	0.72822905	0.24469367
1003	A0A850RF07 PitR Allochromatium humboldtianum	0.70650554	0.24291073
1004	A0A853I3B7 PitR Spartinivicinus marinus	0.7185995	0.25976202
1005	A0A853IWY7 PitR Ottowia beijingensis	0.82267076	0.3203298
1006	A0A858QA73 PitR Methylococcus geothermalis	0.94200474	0.39409447
1007	A0A897MND2 PitR Natranaeroarchaeum sulfidigenes	0.8181966	0.33198082
1008	A0A8D5FV56 PitR Desulfomarina profundi	0.76120925	0.24483962
1009	A0A8D5U1A8 PitR Sulfolobales archaeon	0.76979077	0.35055882
1010	A0A8I0GCF0 PitR Nanchangia anserum	0.8406601	0.3270188
1011	A0A8J2XQ60 PitR Neiella marina	0.7085122	0.24807246
1012	A0A8J3AGW0 PitR Egicoccus halophilus	0.8640216	0.3550791
1013	A0A8J3LC22 PitR Catellatospora methionotrophica	0.8723526	0.3639379
1014	A0A8J3N5N1 PitR Reticulibacter mediterranei	0.8348712	0.33012822
1015	A0A8J4M1J8 PitR Xylanibacillus composti	0.84404767	0.32217017
1016	A0A8J6I9T3 PitR Sporichthya sp.	0.8392713	0.3306819
1017	A0A8J6PHI5 PitR Taishania pollutisoli	0.8424522	0.3378007
1018	A0A8J6YD95 PitR Quinella sp.	0.85275203	0.33121163
1019	A0A8J7KZE7 PitR Mobilitalea sibirica	0.8271704	0.3179657
1020	A0A8J7Q3J1 PitR Zavarzinella sp.	0.85148966	0.33147764
1021	A0A8J7T2Y3 PitR Altiarchaeota archaeon	0.82916635	0.3320591
1022	A0A8J7UHI4 PitR Mailhella sp.	0.8433404	0.34163892
1023	A0A8J8CNC9 PitR Promethearchaeati archaeon	0.71479577	0.25339103
1024	A0A8J8H051 PitR Hamadaea sp.	0.8622608	0.35355812
1025	A0A8T4VZT2 PitR Thermoplasmatota archaeon	0.7417207	0.27424434
1026	A0A915XHN1 PitR Desulfolithobacter dissulfuricans	0.7466247	0.24944945
1027	A0A916J0M9 PitR Georgfuchsia toluolica	0.82180715	0.32542154
1028	A0A917MSQ6 PitR Rothia aerolata	0.88216907	0.35007384
1029	A0A917TSY1 PitR Dactylosporangium sucinum	0.87183154	0.36659247
1030	A0A919RJX9 PitR Sinosporangium siamense	0.8388609	0.33152506
1031	A0A921GFX1 PitR Thermophilibacter provencensis	0.8480404	0.31517705
1032	A0A923CI97 PitR Chlorobiaceae bacterium	0.841123	0.32759374
1033	A0A923KNW1 PitR Undibacterium jejuense	0.16790923	0.052199278
1034	A0A923SV24 PitR Zhenpiania hominis	0.8206482	0.3117499
1035	A0A924B4U2 PitR Thermoleophilia bacterium	0.83861727	0.33847976
1036	A0A924STQ1 PitR Oligoflexia bacterium	0.8270909	0.3254804
1037	A0A925R8F5 PitR Vallitaleaceae bacterium	0.7237663	0.21586183
1038	A0A925V470 PitR Nannocystaceae bacterium	0.83897835	0.3396704
1039	A0A926D7C3 PitR Yeguia hominis	0.820596	0.31432453
1040	A0A926DLX8 PitR Congzhengia minquanensis	0.8377994	0.31160888
1041	A0A926HK70 PitR Gehongia tenuis	0.8315183	0.31530136
1042	A0A926HX10 PitR Guopingia tenuis	0.8273282	0.32125953
1043	A0A926I0G3 PitR Bianquea renquensis	0.8259133	0.321415
1044	A0A926I527 PitR Ligaoa zhengdingensis	0.82446665	0.31521738
1045	A0A926IHZ2 PitR Youxingia wuxianensis	0.829293	0.3164973
1046	A0A926NBH2 PitR Polycladospora coralii	0.84356636	0.32323474
1047	A0A928KXP8 PitR Faecalispora sporosphaeroides	0.8281408	0.31521174
1048	A0A928L401 PitR Ruminococcus sp.	0.82782674	0.30875215
1049	A0A928XVB4 PitR Verrucomicrobiaceae bacterium	0.86383754	0.32065353
1050	A0A929QHF5 PitR Atopobiaceae bacterium	0.8446389	0.32045025
1051	A0A931AMC5 PitR Halonatronomonas betaini	0.7590386	0.2679367
1052	A0A931ZGL7 PitR Berkelbacteria bacterium	0.82696366	0.32976267
1053	A0A932GNQ0 PitR Tectomicrobia bacterium	0.8390261	0.3162337
1054	A0A932WUR1 PitR Planctomycetia bacterium	0.84553975	0.32566428
1055	A0A933KC20 PitR Riflebacteria bacterium	0.84596914	0.32815772
1056	A0A933ZAD0 PitR Desulfarculus sp.	0.84557647	0.32957143
1057	A0A935BUQ5 PitR Hydrogenophilales bacterium	0.84904003	0.3543694
1058	A0A935LT44 PitR Rhodanobacteraceae bacterium	0.86020595	0.31487045
1059	A0A940J7H3 PitR Solirubrobacteraceae bacterium	0.85022724	0.32138753
1060	A0A942EK57 PitR Simkania sp.	0.72745144	0.24626003
1061	A0A942QY88 PitR Alkaliphilus sp.	0.7300325	0.23574686
1062	A0A944FX56 PitR Eubacteriales bacterium	0.82021195	0.3152129
1063	A0A946HCP6 PitR Francisellaceae bacterium	0.7105557	0.24460211
1064	A0A947JBN6 PitR Patescibacteria bacterium	0.8259693	0.3247283
1065	A0A947YTZ8 PitR Myxococcota bacterium	0.7363602	0.24181633
1066	A0A948S7F6 PitR Chthoniobacterales bacterium	0.8487001	0.31764778
1067	A0A950BQ04 PitR Vulcanimicrobiota bacterium	0.8340033	0.35219726
1068	A0A950QZ60 PitR Acidobacteriaceae bacterium	0.828176	0.32445347
1069	A0A951HCN7 PitR Abditibacteriaceae bacterium	0.83800423	0.32072246
1070	A0A951LWV0 PitR Pseudolabrys sp.	0.8234208	0.33704656
1071	A0A951THR3 PitR Brumimicrobium sp.	0.8194974	0.3324722
1072	A0A951VXS5 PitR Leptonema sp.	0.83094364	0.31996584
1073	A0A952V2J2 PitR Labilithrix sp.	0.83250993	0.3206046
1074	A0A953A3S1 PitR Sphaerobacter sp.	0.8426661	0.32941523
1075	A0A953DZ76 PitR Acidothermus sp.	0.8593613	0.35636133
1076	A0A953ETY4 PitR Microthrixaceae bacterium	0.8258112	0.33152255
1077	A0A953GJZ0 PitR Thermoflexales bacterium	0.8392758	0.34838614
1078	A0A953NR15 PitR Terriglobia bacterium	0.8350781	0.32651374
1079	A0A958V3J7 PitR Flavobacteriaceae bacterium	0.7184309	0.23533829
1080	A0A958WI27 PitR Cyclobacteriaceae bacterium	0.7166591	0.2275924
1081	A0A959X7V5 PitR Nocardioidaceae bacterium	0.8325727	0.3367829
1082	A0A960M358 PitR Chlamydiia bacterium	0.7376134	0.25735992
1083	A0A962EMA7 PitR Pseudomonadales bacterium	0.7160829	0.24333854
1084	A0A964QP87 PitR Pedosphaera sp.	0.8640263	0.3178638
1085	A0A965P642 PitR Caulobacteraceae bacterium	0.82250226	0.33244616
1086	A0A965R939 PitR Chitinophagia bacterium	0.8373885	0.32434875
1087	A0A966I8W9 PitR Rhodobacterales bacterium	0.7457697	0.2530261
1088	A0A968L6P7 PitR Melioribacter sp.	0.8254233	0.33125466
1089	A0A970GT40 PitR Halanaerobiaceae bacterium	0.7235129	0.24025868
1090	A0A972LZB1 PitR Dictyoglomota bacterium	0.767361	0.2528292
1091	A0A973FNI0 PitR Oscillochloris sp.	0.8503865	0.32300463
1092	A0A973L624 PitR Catenulispora sp.	0.8326087	0.3307395
1093	A0A975BM21 PitR Desulfonema magnum	0.66307336	0.2004789
1094	A0A977KCH0 PitR Ignicoccus pacificus	0.69507223	0.46613643
1095	A0A977L1R3 PitR Woronichinia naegeliana	0.7230131	0.22931258
1096	A0A9C8FVS5 PitR Sediminispirochaeta sp.	0.7373762	0.24850449
1097	A0A9D2WU73 PitR Sporotomaculum syntrophicum	0.8323653	0.3176454
1098	A0A9D5UNJ7 PitR Magnetococcales bacterium	0.7317544	0.24591342
1099	A0A9D6VKD9 PitR Schekmanbacteria bacterium	0.8297491	0.32474977
1100	A0A9D9LQD4 PitR Selenomonadaceae bacterium	0.8450259	0.32340133
1101	A0A9E0NUV5 PitR Negativicutes bacterium	0.82485425	0.3271375
1102	A0A9E3C6B1 PitR Frankiaceae bacterium	0.8341921	0.33231372
1103	A0A9E3Y0S6 PitR Ilumatobacter sp.	0.8474356	0.3346863
1104	A0A9E4ZWL6 PitR Desulfurococcus sp.	0.5954527	0.41365826
1105	A0A9E5DHH7 PitR Sulfolobaceae archaeon	0.7882675	0.39112568
1106	A0A9E5SSZ4 PitR Christensenellaceae bacterium	0.8314265	0.3241948
1107	A0A9E6EH74 PitR Holophaga sp.	0.8376514	0.3231331
1108	A0A9E6FE65 PitR Gracilibacteria bacterium	0.83395	0.31615254
1109	A0A9E6XVF8 PitR Capillimicrobium parvum	0.8486202	0.3242815
1110	A0A9E7PNR7 PitR Methanoplanus endosymbiosus	0.84065145	0.3680907
1111	A0A9E8LSP5 PitR Fervidibacillus albus	0.8350488	0.31692028
1112	A0A9J6RKM0 PitR Dasania phycosphaerae	0.7186027	0.2481121
1113	A0A9J7AB43 PitR Gilvimarinus sp.	0.7139019	0.24585259
1114	A0A9R1CNW7 PitR Natronomonas aquatica	0.8184312	0.32190642
1115	A0A9W6LUT2 PitR Methylocystis echinoides	0.8231938	0.34340364
1116	A0A9X1VAT1 PitR Sulfoacidibacillus ferrooxidans	0.83181065	0.3463834
1117	A0A9Y2ADT9 PitR Selenobaculum gibii	0.8235134	0.32427016
1118	A0AA35G750 PitR Caldinitratiruptor microaerophilus	0.84443915	0.32493445
1119	A0AA37B3L8 PitR Agarivorans sp.	0.7105994	0.25078288
1120	A0AA37BPX0 PitR Thermogymnomonas acidicola	0.68304086	0.42973074
1121	A0AA37TIP5 PitR Paraferrimonas haliotis	0.7267454	0.24509458
1122	A0AA37VCS5 PitR Roseisolibacter agri	0.84245944	0.3274038
1123	A0AA41G263 PitR Haloarcula salina	0.8282448	0.33105427
1124	A0AA41X6T8 PitR Ectobacillus ponti	0.8497507	0.3191771
1125	A0AA41Z885 PitR Lichenifustis flavocetrariae	0.17760508	0.053941097
1126	A0AA43LFP3 PitR Dysgonomonas sp.	0.8254758	0.336028
1127	A0AA45C932 PitR Oceanotoga teriensis	0.7296785	0.25509882
1128	A0AA45WTW0 PitR Anoxynatronum buryatiense	0.74152035	0.23911549
1129	A0AA48LCB7 PitR Gottschalkiaceae bacterium	0.8285763	0.344559
1130	A0AA49K149 PitR Pseudogemmatithrix spongiicola	0.8400548	0.32627165
1131	A0AA96HKC9 PitR Teredinibacter sp.	0.7158593	0.24572854
1132	A0AA96V8L6 PitR Methanolapillus ohkumae	0.72161305	0.23376556
1133	A0AA97D882 PitR Caproicibacterium argilliputei	0.8201057	0.31420374
1134	A0AAE3G0F1 PitR Natronocalculus amylovorans	0.8158239	0.32819545
1135	A0AAE3IM89 PitR Haoranjiania flava	0.84464616	0.33534727
1136	A0AAE3IY54 PitR Perspicuibacillus lycopersici	0.8476387	0.31687102
1137	A0AAE3KI02 PitR Natronocella acetinitrilica	0.7125627	0.25127143
1138	A0AAF0D2S4 PitR Odinarchaeota yellowstonii	0.7298566	0.30398598
1139	A0AAJ1BQM1 PitR Thalassarchaeum sp.	0.670849	0.22201136
1140	A0AAJ1F8Q1 PitR Varibaculum cambriense	0.8451979	0.327365
1141	A0AAJ1IDA9 PitR Candidiatus Thalassospirochaeta	0.72809744	0.23584995
1142	A0AAJ5RQ08 PitR Lysinibacillus irui	0.8326469	0.31546035
1143	A0AAP2RBJ3 PitR Methanooceanicella nereidis	0.740794	0.2581398
1144	A0AAQ1MCC8 PitR Bittarella massiliensis	0.8278497	0.3167617
1145	A0AAU7AT88 PitR Paraconexibacter sp.	0.8543732	0.3219653
1146	A0AAU7DVG9 PitR Jonesiaceae bacterium	0.8703544	0.3737465
1147	A0AAU7W6P3 PitR Agromyces sp.	0.85524845	0.34899366
1148	A0AAU9D3Z6 PitR Haliovirga abyssi	0.68850285	0.20657472
1149	A0AAV3T4Y0 PitR Natronoarchaeum mannanilyticum	0.7708647	0.27770358
1150	A0AAW5E2D5 PitR Ferdinandcohnia quinoae	0.8361647	0.31623548
1151	A0AAW6RA71 PitR Gordonia rubripertincta	0.84040487	0.3367386
1152	A0AAW8G492 PitR Chryseobacterium sp.	0.8401704	0.3327335
1153	A0AAW9HJR3 PitR Actinotignum timonense	0.837945	0.3300554
1154	A0AAW9RD81 PitR Elongatibacter sediminis	0.7216557	0.23773232
1155	A0AAX4NIW9 PitR Oxyplasma meridianum	0.66482425	0.4606654
1156	A0AAX6NBF8 PitR Priestia aryabhattai	0.84376097	0.3192742
1157	A0AB33V9G1 PitR Ralstonia solanacearum	0.82250327	0.32135847
1158	A0AB33YZD1 PitR Cycloclasticus pugetii	0.7143305	0.2438924
1159	A0L462 PitR Magnetococcus marinus	0.7312459	0.2569995
1160	A1RRY9 PitR Pyrobaculum islandicum	0.64028585	0.40195385
1161	A2BIW3 PitR Hyperthermus butylicus	0.756561	0.39367434
1162	A4X1L7 PitR Salinispora tropica	0.832712	0.33441585
1163	A6UTC2 PitR Methanococcus aeolicus	0.63663274	0.16299012
1164	B2KAR6 PitR Elusimicrobium minutum	0.8376441	0.32514092
1165	B4CY88 PitR Chthoniobacter flavus	0.86472493	0.32298025
1166	B5VZD4 PitR Limnospira maxima	0.72964287	0.23390675
1167	B6YQM7 PitR Azobacteroides pseudotrichonymphae	0.8485279	0.3388232
1168	B8E078 PitR Dictyoglomus turgidum	0.0	0.0
1169	B8GKX4 PitR Methanosphaerula palustris	0.84245384	0.3298887
